serial,Distance,Date,Time,Day,Day_type,SpclOccasions,Target
293,27,2019-07-29,20:02:00,Monday,workingDay,Null,LOCK
293,11,2019-07-29,06:54:00,Monday,workingDay,Null,LOCK
293,20,2019-07-29,15:08:00,Monday,workingDay,Null,UNLOCK
294,13,2019-07-29,15:08:00,Monday,workingDay,Null,UNLOCK
294,10,2019-07-28,22:22:00,Sunday,Holiday,Null,UNLOCK
294,34,2019-07-28,12:01:00,Sunday,Holiday,Null,LOCK
294,9,2019-07-28,19:19:00,Sunday,Holiday,Null,UNLOCK
295,40,2019-07-28,19:19:00,Sunday,Holiday,Null,LOCK
296,37,2019-07-27,19:19:00,Saturday,Holiday,Null,LOCK
296,32,2019-07-26,01:21:00,Friday,workingDay,Null,LOCK
296,12,2019-07-26,11:11:00,Friday,workingDay,Null,UNLOCK
296,32,2019-07-26,22:46:00,Friday,workingDay,Null,LOCK
296,45,2019-07-26,06:19:00,Friday,workingDay,Null,LOCK
297,43,2019-07-26,06:19:00,Friday,workingDay,Null,LOCK
297,6,2019-07-25,04:23:00,Thursday,workingDay,Null,LOCK
297,20,2019-07-25,10:03:00,Thursday,workingDay,Null,UNLOCK
297,26,2019-07-25,03:36:00,Thursday,workingDay,Null,LOCK
298,39,2019-07-25,03:36:00,Thursday,workingDay,Null,LOCK
298,17,2019-07-24,01:58:00,Wednesday,workingDay,Null,LOCK
298,10,2019-07-24,03:57:00,Wednesday,workingDay,Null,LOCK
298,29,2019-07-24,20:21:00,Wednesday,workingDay,Null,LOCK
298,13,2019-07-24,18:35:00,Wednesday,workingDay,Null,UNLOCK
299,36,2019-07-24,18:35:00,Wednesday,workingDay,Null,LOCK
299,22,2019-07-23,06:58:00,Tuesday,workingDay,Null,LOCK
299,25,2019-07-23,21:05:00,Tuesday,workingDay,Null,LOCK
299,29,2019-07-23,01:06:00,Tuesday,workingDay,Null,LOCK
300,40,2019-07-23,01:06:00,Tuesday,workingDay,Null,LOCK
300,30,2019-07-22,20:31:00,Monday,workingDay,Null,LOCK
300,13,2019-07-22,15:56:00,Monday,workingDay,Null,UNLOCK
301,18,2019-07-22,15:56:00,Monday,workingDay,Null,UNLOCK
301,20,2019-07-21,01:35:00,Sunday,Holiday,Null,LOCK
301,24,2019-07-21,07:56:00,Sunday,Holiday,Null,LOCK
301,30,2019-07-21,20:54:00,Sunday,Holiday,Null,LOCK
302,21,2019-07-21,20:54:00,Sunday,Holiday,Null,LOCK
302,29,2019-07-20,05:44:00,Saturday,Holiday,Null,LOCK
303,29,2019-07-20,05:44:00,Saturday,Holiday,Null,LOCK
303,41,2019-07-19,12:15:00,Friday,workingDay,Null,LOCK
303,44,2019-07-19,22:59:00,Friday,workingDay,Null,LOCK
303,29,2019-07-19,14:58:00,Friday,workingDay,Null,LOCK
303,50,2019-07-19,06:23:00,Friday,workingDay,Null,LOCK
304,42,2019-07-19,06:23:00,Friday,workingDay,Null,LOCK
304,30,2019-07-18,20:54:00,Thursday,workingDay,Null,LOCK
304,25,2019-07-18,03:35:00,Thursday,workingDay,Null,LOCK
304,38,2019-07-18,01:35:00,Thursday,workingDay,Null,LOCK
304,19,2019-07-18,22:06:00,Thursday,workingDay,Null,LOCK
305,38,2019-07-18,22:06:00,Thursday,workingDay,Null,LOCK
305,21,2019-07-17,12:59:00,Wednesday,workingDay,Null,LOCK
305,21,2019-07-17,16:55:00,Wednesday,workingDay,Null,LOCK
305,38,2019-07-17,09:51:00,Wednesday,workingDay,Null,LOCK
305,37,2019-07-17,09:02:00,Wednesday,workingDay,Null,LOCK
306,28,2019-07-17,09:02:00,Wednesday,workingDay,Null,LOCK
306,14,2019-07-16,11:18:00,Tuesday,workingDay,Null,UNLOCK
306,41,2019-07-16,18:55:00,Tuesday,workingDay,Null,LOCK
307,13,2019-07-16,18:55:00,Tuesday,workingDay,Null,LOCK
307,17,2019-07-15,10:23:00,Monday,workingDay,Null,UNLOCK
307,12,2019-07-15,17:44:00,Monday,workingDay,Null,UNLOCK
307,44,2019-07-15,04:06:00,Monday,workingDay,Null,LOCK
307,30,2019-07-15,23:12:00,Monday,workingDay,Null,LOCK
308,29,2019-07-15,23:12:00,Monday,workingDay,Null,LOCK
308,22,2019-07-14,14:24:00,Sunday,Holiday,Null,LOCK
309,37,2019-07-14,14:24:00,Sunday,Holiday,Null,LOCK
309,23,2019-07-13,03:54:00,Saturday,Holiday,Null,LOCK
310,18,2019-07-13,03:54:00,Saturday,Holiday,Null,LOCK
310,43,2019-07-12,00:54:00,Friday,Holiday,Battle of the Boyne [Northern Ireland],LOCK
310,49,2019-07-12,12:54:00,Friday,Holiday,Battle of the Boyne [Northern Ireland],LOCK
310,15,2019-07-12,15:34:00,Friday,Holiday,Battle of the Boyne [Northern Ireland],UNLOCK
310,11,2019-07-12,12:38:00,Friday,Holiday,Battle of the Boyne [Northern Ireland],UNLOCK
310,20,2019-07-12,04:50:00,Friday,Holiday,Battle of the Boyne [Northern Ireland],LOCK
311,8,2019-07-12,04:50:00,Friday,Holiday,Battle of the Boyne [Northern Ireland],LOCK
311,47,2019-07-11,22:48:00,Thursday,workingDay,Null,LOCK
311,36,2019-07-11,15:41:00,Thursday,workingDay,Null,LOCK
312,33,2019-07-11,15:41:00,Thursday,workingDay,Null,LOCK
312,48,2019-07-10,09:41:00,Wednesday,workingDay,Null,LOCK
312,35,2019-07-10,06:42:00,Wednesday,workingDay,Null,LOCK
312,13,2019-07-10,18:58:00,Wednesday,workingDay,Null,UNLOCK
312,39,2019-07-10,12:36:00,Wednesday,workingDay,Null,LOCK
313,24,2019-07-10,12:36:00,Wednesday,workingDay,Null,LOCK
313,35,2019-07-09,20:04:00,Tuesday,workingDay,Null,LOCK
313,27,2019-07-09,01:38:00,Tuesday,workingDay,Null,LOCK
314,24,2019-07-09,01:38:00,Tuesday,workingDay,Null,LOCK
314,28,2019-07-08,05:33:00,Monday,workingDay,Null,LOCK
314,33,2019-07-08,03:33:00,Monday,workingDay,Null,LOCK
315,26,2019-07-08,03:33:00,Monday,workingDay,Null,LOCK
315,11,2019-07-07,09:20:00,Sunday,Holiday,Null,UNLOCK
315,8,2019-07-07,16:38:00,Sunday,Holiday,Null,UNLOCK
315,27,2019-07-07,07:40:00,Sunday,Holiday,Null,LOCK
316,23,2019-07-07,07:40:00,Sunday,Holiday,Null,LOCK
316,33,2019-07-06,08:06:00,Saturday,Holiday,Null,LOCK
316,37,2019-07-06,23:07:00,Saturday,Holiday,Null,LOCK
316,49,2019-07-06,17:35:00,Saturday,Holiday,Null,LOCK
316,21,2019-07-06,13:51:00,Saturday,Holiday,Null,LOCK
317,5,2019-07-06,13:51:00,Saturday,Holiday,Null,LOCK
317,23,2019-07-05,12:09:00,Friday,workingDay,Null,LOCK
317,27,2019-07-05,02:18:00,Friday,workingDay,Null,LOCK
317,10,2019-07-05,23:40:00,Friday,workingDay,Null,LOCK
318,33,2019-07-05,23:40:00,Friday,workingDay,Null,LOCK
318,43,2019-07-04,03:41:00,Thursday,workingDay,Null,LOCK
318,9,2019-07-04,00:43:00,Thursday,workingDay,Null,LOCK
318,24,2019-07-04,21:19:00,Thursday,workingDay,Null,LOCK
319,35,2019-07-04,21:19:00,Thursday,workingDay,Null,LOCK
319,10,2019-07-03,02:18:00,Wednesday,workingDay,Null,LOCK
319,36,2019-07-03,00:38:00,Wednesday,workingDay,Null,LOCK
320,13,2019-07-03,00:38:00,Wednesday,workingDay,Null,LOCK
320,5,2019-07-02,22:40:00,Tuesday,workingDay,Null,LOCK
320,44,2019-07-02,23:46:00,Tuesday,workingDay,Null,LOCK
321,15,2019-07-02,23:46:00,Tuesday,workingDay,Null,LOCK
321,43,2019-07-01,02:44:00,Monday,workingDay,Null,LOCK
321,48,2019-07-01,13:34:00,Monday,workingDay,Null,LOCK
321,43,2019-07-01,10:03:00,Monday,workingDay,Null,LOCK
322,44,2019-07-01,10:03:00,Monday,workingDay,Null,LOCK
322,36,2019-06-30,13:18:00,Sunday,Holiday,Null,LOCK
323,24,2019-06-30,13:18:00,Sunday,Holiday,Null,LOCK
323,30,2019-06-29,14:00:00,Saturday,Holiday,Null,LOCK
323,40,2019-06-29,10:00:00,Saturday,Holiday,Null,LOCK
323,41,2019-06-29,12:53:00,Saturday,Holiday,Null,LOCK
323,15,2019-06-29,03:20:00,Saturday,Holiday,Null,LOCK
323,35,2019-06-29,18:00:00,Saturday,Holiday,Null,LOCK
323,35,2019-06-29,22:53:00,Saturday,Holiday,Null,LOCK
324,42,2019-06-29,22:53:00,Saturday,Holiday,Null,LOCK
324,31,2019-06-28,08:48:00,Friday,workingDay,Null,LOCK
324,42,2019-06-28,01:42:00,Friday,workingDay,Null,LOCK
324,37,2019-06-28,12:55:00,Friday,workingDay,Null,LOCK
325,19,2019-06-28,12:55:00,Friday,workingDay,Null,LOCK
325,34,2019-06-27,05:16:00,Thursday,workingDay,Null,LOCK
325,45,2019-06-27,16:58:00,Thursday,workingDay,Null,LOCK
326,40,2019-06-27,16:58:00,Thursday,workingDay,Null,LOCK
326,42,2019-06-26,06:31:00,Wednesday,workingDay,Null,LOCK
326,49,2019-06-26,03:01:00,Wednesday,workingDay,Null,LOCK
327,34,2019-06-26,03:01:00,Wednesday,workingDay,Null,LOCK
327,31,2019-06-25,09:48:00,Tuesday,workingDay,Null,LOCK
327,34,2019-06-25,22:02:00,Tuesday,workingDay,Null,LOCK
327,7,2019-06-25,13:17:00,Tuesday,workingDay,Null,UNLOCK
328,46,2019-06-25,13:17:00,Tuesday,workingDay,Null,LOCK
328,13,2019-06-24,12:21:00,Monday,workingDay,Null,UNLOCK
328,24,2019-06-24,07:41:00,Monday,workingDay,Null,LOCK
329,42,2019-06-24,07:41:00,Monday,workingDay,Null,LOCK
329,10,2019-06-23,01:51:00,Sunday,Holiday,Null,LOCK
329,11,2019-06-23,17:25:00,Sunday,Holiday,Null,UNLOCK
329,48,2019-06-23,16:25:00,Sunday,Holiday,Null,LOCK
329,23,2019-06-23,02:35:00,Sunday,Holiday,Null,LOCK
329,46,2019-06-23,20:13:00,Sunday,Holiday,Null,LOCK
330,19,2019-06-23,20:13:00,Sunday,Holiday,Null,LOCK
330,14,2019-06-22,10:53:00,Saturday,Holiday,Null,UNLOCK
330,42,2019-06-22,06:41:00,Saturday,Holiday,Null,LOCK
330,17,2019-06-22,18:00:00,Saturday,Holiday,Null,UNLOCK
330,14,2019-06-22,00:15:00,Saturday,Holiday,Null,LOCK
331,19,2019-06-22,00:15:00,Saturday,Holiday,Null,LOCK
331,7,2019-06-21,00:45:00,Friday,workingDay,Null,LOCK
331,12,2019-06-21,10:52:00,Friday,workingDay,Null,UNLOCK
331,26,2019-06-21,11:50:00,Friday,workingDay,Null,LOCK
332,38,2019-06-21,11:50:00,Friday,workingDay,Null,LOCK
332,9,2019-06-20,11:44:00,Thursday,workingDay,Null,UNLOCK
332,19,2019-06-20,03:21:00,Thursday,workingDay,Null,LOCK
333,10,2019-06-20,03:21:00,Thursday,workingDay,Null,LOCK
333,40,2019-06-19,04:59:00,Wednesday,workingDay,Null,LOCK
333,36,2019-06-19,23:31:00,Wednesday,workingDay,Null,LOCK
333,40,2019-06-19,15:47:00,Wednesday,workingDay,Null,LOCK
334,18,2019-06-19,15:47:00,Wednesday,workingDay,Null,LOCK
334,40,2019-06-18,00:31:00,Tuesday,workingDay,Null,LOCK
334,40,2019-06-18,14:36:00,Tuesday,workingDay,Null,LOCK
335,36,2019-06-18,14:36:00,Tuesday,workingDay,Null,LOCK
335,45,2019-06-17,13:10:00,Monday,workingDay,Null,LOCK
335,29,2019-06-17,06:53:00,Monday,workingDay,Null,LOCK
335,17,2019-06-17,21:56:00,Monday,workingDay,Null,LOCK
336,40,2019-06-17,21:56:00,Monday,workingDay,Null,LOCK
336,32,2019-06-16,14:59:00,Sunday,Holiday,Null,LOCK
336,44,2019-06-16,09:51:00,Sunday,Holiday,Null,LOCK
336,19,2019-06-16,20:13:00,Sunday,Holiday,Null,UNLOCK
337,14,2019-06-16,20:13:00,Sunday,Holiday,Null,UNLOCK
337,36,2019-06-15,15:34:00,Saturday,Holiday,Null,LOCK
337,41,2019-06-15,14:53:00,Saturday,Holiday,Null,LOCK
337,40,2019-06-15,05:09:00,Saturday,Holiday,Null,LOCK
337,14,2019-06-15,08:49:00,Saturday,Holiday,Null,UNLOCK
337,19,2019-06-15,12:37:00,Saturday,Holiday,Null,UNLOCK
338,46,2019-06-15,12:37:00,Saturday,Holiday,Null,LOCK
338,23,2019-06-14,11:27:00,Friday,workingDay,Null,LOCK
338,46,2019-06-14,17:48:00,Friday,workingDay,Null,LOCK
338,16,2019-06-14,14:31:00,Friday,workingDay,Null,UNLOCK
338,16,2019-06-14,00:27:00,Friday,workingDay,Null,LOCK
339,43,2019-06-14,00:27:00,Friday,workingDay,Null,LOCK
339,48,2019-06-13,09:53:00,Thursday,workingDay,Null,LOCK
339,7,2019-06-13,10:23:00,Thursday,workingDay,Null,UNLOCK
339,30,2019-06-13,03:32:00,Thursday,workingDay,Null,LOCK
340,25,2019-06-13,03:32:00,Thursday,workingDay,Null,LOCK
340,26,2019-06-12,04:30:00,Wednesday,workingDay,Null,LOCK
340,39,2019-06-12,10:13:00,Wednesday,workingDay,Null,LOCK
341,9,2019-06-12,10:13:00,Wednesday,workingDay,Null,LOCK
341,28,2019-06-11,00:53:00,Tuesday,workingDay,Null,LOCK
341,20,2019-06-11,02:21:00,Tuesday,workingDay,Null,LOCK
341,28,2019-06-11,12:47:00,Tuesday,workingDay,Null,LOCK
342,35,2019-06-11,12:47:00,Tuesday,workingDay,Null,LOCK
342,30,2019-06-10,16:06:00,Monday,workingDay,Null,LOCK
342,43,2019-06-10,03:18:00,Monday,workingDay,Null,LOCK
342,47,2019-06-10,03:16:00,Monday,workingDay,Null,LOCK
342,48,2019-06-10,06:42:00,Monday,workingDay,Null,LOCK
343,26,2019-06-10,06:42:00,Monday,workingDay,Null,LOCK
343,41,2019-06-09,04:41:00,Sunday,Holiday,Null,LOCK
343,10,2019-06-09,06:50:00,Sunday,Holiday,Null,LOCK
343,39,2019-06-09,08:47:00,Sunday,Holiday,Null,LOCK
344,18,2019-06-09,08:47:00,Sunday,Holiday,Null,LOCK
345,27,2019-06-08,08:47:00,Saturday,Holiday,Null,LOCK
345,43,2019-06-07,00:42:00,Friday,workingDay,Null,LOCK
345,13,2019-06-07,00:19:00,Friday,workingDay,Null,LOCK
345,36,2019-06-07,05:25:00,Friday,workingDay,Null,LOCK
345,43,2019-06-07,09:01:00,Friday,workingDay,Null,LOCK
346,44,2019-06-07,09:01:00,Friday,workingDay,Null,LOCK
346,10,2019-06-06,20:03:00,Thursday,workingDay,Null,LOCK
346,37,2019-06-06,22:58:00,Thursday,workingDay,Null,LOCK
347,34,2019-06-06,22:58:00,Thursday,workingDay,Null,LOCK
347,16,2019-06-05,13:27:00,Wednesday,workingDay,Null,UNLOCK
347,34,2019-06-05,09:34:00,Wednesday,workingDay,Null,LOCK
347,19,2019-06-05,11:14:00,Wednesday,workingDay,Null,UNLOCK
347,48,2019-06-05,06:53:00,Wednesday,workingDay,Null,LOCK
348,44,2019-06-05,06:53:00,Wednesday,workingDay,Null,LOCK
348,11,2019-06-04,08:11:00,Tuesday,workingDay,Null,UNLOCK
348,37,2019-06-04,10:49:00,Tuesday,workingDay,Null,LOCK
348,28,2019-06-04,19:24:00,Tuesday,workingDay,Null,LOCK
348,19,2019-06-04,15:25:00,Tuesday,workingDay,Null,UNLOCK
349,6,2019-06-04,15:25:00,Tuesday,workingDay,Null,UNLOCK
349,16,2019-06-03,03:14:00,Monday,workingDay,Null,LOCK
349,44,2019-06-03,09:59:00,Monday,workingDay,Null,LOCK
349,11,2019-06-03,19:25:00,Monday,workingDay,Null,UNLOCK
350,43,2019-06-03,19:25:00,Monday,workingDay,Null,LOCK
350,25,2019-06-02,03:59:00,Sunday,Holiday,Null,LOCK
351,46,2019-06-02,03:59:00,Sunday,Holiday,Null,LOCK
352,10,2019-06-01,03:59:00,Saturday,Holiday,Null,LOCK
352,21,2019-05-31,12:10:00,Friday,workingDay,Null,LOCK
352,38,2019-05-31,12:42:00,Friday,workingDay,Null,LOCK
352,44,2019-05-31,01:31:00,Friday,workingDay,Null,LOCK
353,11,2019-05-31,01:31:00,Friday,workingDay,Null,LOCK
353,11,2019-05-30,23:13:00,Thursday,workingDay,Null,LOCK
353,17,2019-05-30,18:47:00,Thursday,workingDay,Null,UNLOCK
354,5,2019-05-30,18:47:00,Thursday,workingDay,Null,UNLOCK
354,12,2019-05-29,16:06:00,Wednesday,workingDay,Null,UNLOCK
354,21,2019-05-29,13:20:00,Wednesday,workingDay,Null,LOCK
354,28,2019-05-29,14:02:00,Wednesday,workingDay,Null,LOCK
355,45,2019-05-29,14:02:00,Wednesday,workingDay,Null,LOCK
355,28,2019-05-28,18:58:00,Tuesday,workingDay,Null,LOCK
355,19,2019-05-28,06:07:00,Tuesday,workingDay,Null,LOCK
355,13,2019-05-28,05:59:00,Tuesday,workingDay,Null,LOCK
356,24,2019-05-28,05:59:00,Tuesday,workingDay,Null,LOCK
356,22,2019-05-27,21:10:00,Monday,Holiday,Spring Bank Holiday,LOCK
356,12,2019-05-27,14:36:00,Monday,Holiday,Spring Bank Holiday,UNLOCK
356,32,2019-05-27,12:54:00,Monday,Holiday,Spring Bank Holiday,LOCK
356,50,2019-05-27,17:55:00,Monday,Holiday,Spring Bank Holiday,LOCK
356,5,2019-05-27,17:37:00,Monday,Holiday,Spring Bank Holiday,UNLOCK
356,28,2019-05-27,21:54:00,Monday,Holiday,Spring Bank Holiday,LOCK
357,18,2019-05-27,21:54:00,Monday,Holiday,Spring Bank Holiday,LOCK
357,16,2019-05-26,07:05:00,Sunday,Holiday,Null,UNLOCK
357,14,2019-05-26,22:35:00,Sunday,Holiday,Null,UNLOCK
357,25,2019-05-26,00:30:00,Sunday,Holiday,Null,LOCK
358,9,2019-05-26,00:30:00,Sunday,Holiday,Null,LOCK
358,29,2019-05-25,17:19:00,Saturday,Holiday,Null,LOCK
358,42,2019-05-25,23:42:00,Saturday,Holiday,Null,LOCK
358,48,2019-05-25,01:08:00,Saturday,Holiday,Null,LOCK
358,31,2019-05-25,20:18:00,Saturday,Holiday,Null,LOCK
358,26,2019-05-25,20:25:00,Saturday,Holiday,Null,LOCK
359,48,2019-05-25,20:25:00,Saturday,Holiday,Null,LOCK
359,12,2019-05-24,11:55:00,Friday,workingDay,Null,UNLOCK
359,43,2019-05-24,01:05:00,Friday,workingDay,Null,LOCK
360,5,2019-05-24,01:05:00,Friday,workingDay,Null,LOCK
360,48,2019-05-23,10:29:00,Thursday,workingDay,Null,LOCK
360,22,2019-05-23,20:12:00,Thursday,workingDay,Null,LOCK
360,49,2019-05-23,12:16:00,Thursday,workingDay,Null,LOCK
361,14,2019-05-23,12:16:00,Thursday,workingDay,Null,LOCK
361,21,2019-05-22,08:41:00,Wednesday,workingDay,Null,LOCK
361,12,2019-05-22,13:05:00,Wednesday,workingDay,Null,UNLOCK
361,17,2019-05-22,20:05:00,Wednesday,workingDay,Null,LOCK
361,9,2019-05-22,10:38:00,Wednesday,workingDay,Null,UNLOCK
362,9,2019-05-22,10:38:00,Wednesday,workingDay,Null,UNLOCK
362,7,2019-05-21,22:32:00,Tuesday,workingDay,Null,LOCK
362,19,2019-05-21,00:28:00,Tuesday,workingDay,Null,LOCK
363,46,2019-05-21,00:28:00,Tuesday,workingDay,Null,LOCK
363,7,2019-05-20,16:11:00,Monday,workingDay,Null,UNLOCK
363,16,2019-05-20,02:51:00,Monday,workingDay,Null,LOCK
364,10,2019-05-20,02:51:00,Monday,workingDay,Null,LOCK
364,23,2019-05-19,18:22:00,Sunday,Holiday,Null,LOCK
364,28,2019-05-19,02:12:00,Sunday,Holiday,Null,LOCK
365,10,2019-05-19,02:12:00,Sunday,Holiday,Null,LOCK
366,47,2019-05-18,02:12:00,Saturday,Holiday,Null,LOCK
366,33,2019-05-17,20:05:00,Friday,workingDay,Null,LOCK
366,42,2019-05-17,05:46:00,Friday,workingDay,Null,LOCK
366,17,2019-05-17,00:26:00,Friday,workingDay,Null,LOCK
367,44,2019-05-17,00:26:00,Friday,workingDay,Null,LOCK
367,22,2019-05-16,01:43:00,Thursday,workingDay,Null,LOCK
367,24,2019-05-16,02:50:00,Thursday,workingDay,Null,LOCK
367,40,2019-05-16,09:30:00,Thursday,workingDay,Null,LOCK
367,40,2019-05-16,11:55:00,Thursday,workingDay,Null,LOCK
368,20,2019-05-16,11:55:00,Thursday,workingDay,Null,LOCK
368,45,2019-05-15,08:38:00,Wednesday,workingDay,Null,LOCK
368,33,2019-05-15,01:47:00,Wednesday,workingDay,Null,LOCK
368,28,2019-05-15,12:01:00,Wednesday,workingDay,Null,LOCK
368,47,2019-05-15,12:03:00,Wednesday,workingDay,Null,LOCK
369,42,2019-05-15,12:03:00,Wednesday,workingDay,Null,LOCK
369,21,2019-05-14,00:39:00,Tuesday,workingDay,Null,LOCK
369,9,2019-05-14,23:42:00,Tuesday,workingDay,Null,LOCK
370,13,2019-05-14,23:42:00,Tuesday,workingDay,Null,LOCK
370,26,2019-05-13,00:32:00,Monday,workingDay,Null,LOCK
370,36,2019-05-13,00:47:00,Monday,workingDay,Null,LOCK
370,19,2019-05-13,05:20:00,Monday,workingDay,Null,LOCK
370,32,2019-05-13,14:03:00,Monday,workingDay,Null,LOCK
371,26,2019-05-13,14:03:00,Monday,workingDay,Null,LOCK
371,15,2019-05-12,16:07:00,Sunday,Holiday,Null,UNLOCK
372,30,2019-05-12,16:07:00,Sunday,Holiday,Null,LOCK
372,30,2019-05-11,04:13:00,Saturday,Holiday,Null,LOCK
372,23,2019-05-11,17:58:00,Saturday,Holiday,Null,LOCK
372,22,2019-05-11,04:46:00,Saturday,Holiday,Null,LOCK
373,19,2019-05-11,04:46:00,Saturday,Holiday,Null,LOCK
373,14,2019-05-10,16:15:00,Friday,workingDay,Null,UNLOCK
373,38,2019-05-10,23:52:00,Friday,workingDay,Null,LOCK
374,49,2019-05-10,23:52:00,Friday,workingDay,Null,LOCK
374,13,2019-05-09,00:15:00,Thursday,workingDay,Null,LOCK
374,15,2019-05-09,21:18:00,Thursday,workingDay,Null,LOCK
374,49,2019-05-09,03:09:00,Thursday,workingDay,Null,LOCK
374,6,2019-05-09,07:17:00,Thursday,workingDay,Null,UNLOCK
375,20,2019-05-09,07:17:00,Thursday,workingDay,Null,UNLOCK
375,44,2019-05-08,17:21:00,Wednesday,workingDay,Null,LOCK
375,32,2019-05-08,17:40:00,Wednesday,workingDay,Null,LOCK
375,20,2019-05-08,02:18:00,Wednesday,workingDay,Null,LOCK
376,38,2019-05-08,02:18:00,Wednesday,workingDay,Null,LOCK
376,48,2019-05-07,18:18:00,Tuesday,workingDay,Null,LOCK
376,38,2019-05-07,21:07:00,Tuesday,workingDay,Null,LOCK
376,40,2019-05-07,01:30:00,Tuesday,workingDay,Null,LOCK
377,39,2019-05-07,01:30:00,Tuesday,workingDay,Null,LOCK
377,15,2019-05-06,05:29:00,Monday,Holiday,May Day,LOCK
378,13,2019-05-06,05:29:00,Monday,Holiday,May Day,LOCK
378,31,2019-05-05,22:18:00,Sunday,Holiday,Null,LOCK
378,48,2019-05-05,17:09:00,Sunday,Holiday,Null,LOCK
378,40,2019-05-05,14:26:00,Sunday,Holiday,Null,LOCK
378,5,2019-05-05,08:18:00,Sunday,Holiday,Null,UNLOCK
378,21,2019-05-05,01:24:00,Sunday,Holiday,Null,LOCK
379,12,2019-05-05,01:24:00,Sunday,Holiday,Null,LOCK
379,25,2019-05-04,00:11:00,Saturday,Holiday,Null,LOCK
380,36,2019-05-04,00:11:00,Saturday,Holiday,Null,LOCK
380,8,2019-05-03,16:57:00,Friday,workingDay,Null,UNLOCK
380,11,2019-05-03,21:09:00,Friday,workingDay,Null,LOCK
380,45,2019-05-03,23:50:00,Friday,workingDay,Null,LOCK
380,32,2019-05-03,09:44:00,Friday,workingDay,Null,LOCK
381,23,2019-05-03,09:44:00,Friday,workingDay,Null,LOCK
381,49,2019-05-02,12:58:00,Thursday,workingDay,Null,LOCK
381,7,2019-05-02,12:46:00,Thursday,workingDay,Null,UNLOCK
382,45,2019-05-02,12:46:00,Thursday,workingDay,Null,LOCK
382,15,2019-05-01,13:41:00,Wednesday,workingDay,Null,UNLOCK
382,9,2019-05-01,19:49:00,Wednesday,workingDay,Null,UNLOCK
382,44,2019-05-01,22:19:00,Wednesday,workingDay,Null,LOCK
383,28,2019-05-01,22:19:00,Wednesday,workingDay,Null,LOCK
383,14,2019-04-30,06:00:00,Tuesday,workingDay,Null,LOCK
383,21,2019-04-30,06:59:00,Tuesday,workingDay,Null,LOCK
383,45,2019-04-30,09:18:00,Tuesday,workingDay,Null,LOCK
383,23,2019-04-30,23:56:00,Tuesday,workingDay,Null,LOCK
384,18,2019-04-30,23:56:00,Tuesday,workingDay,Null,LOCK
384,24,2019-04-29,07:52:00,Monday,workingDay,Null,LOCK
384,8,2019-04-29,04:51:00,Monday,workingDay,Null,LOCK
385,22,2019-04-29,04:51:00,Monday,workingDay,Null,LOCK
385,15,2019-04-28,10:08:00,Sunday,Holiday,Null,UNLOCK
385,36,2019-04-28,10:00:00,Sunday,Holiday,Null,LOCK
385,26,2019-04-28,17:35:00,Sunday,Holiday,Null,LOCK
385,30,2019-04-28,04:12:00,Sunday,Holiday,Null,LOCK
386,32,2019-04-28,04:12:00,Sunday,Holiday,Null,LOCK
386,40,2019-04-27,03:06:00,Saturday,Holiday,Null,LOCK
386,7,2019-04-27,21:02:00,Saturday,Holiday,Null,UNLOCK
386,17,2019-04-27,11:12:00,Saturday,Holiday,Null,UNLOCK
386,24,2019-04-27,22:21:00,Saturday,Holiday,Null,LOCK
387,44,2019-04-27,22:21:00,Saturday,Holiday,Null,LOCK
387,9,2019-04-26,23:11:00,Friday,workingDay,Null,LOCK
387,33,2019-04-26,04:21:00,Friday,workingDay,Null,LOCK
387,16,2019-04-26,20:09:00,Friday,workingDay,Null,LOCK
388,28,2019-04-26,20:09:00,Friday,workingDay,Null,LOCK
388,32,2019-04-25,12:53:00,Thursday,workingDay,Null,LOCK
388,37,2019-04-25,20:14:00,Thursday,workingDay,Null,LOCK
388,28,2019-04-25,06:38:00,Thursday,workingDay,Null,LOCK
388,18,2019-04-25,03:50:00,Thursday,workingDay,Null,LOCK
389,42,2019-04-25,03:50:00,Thursday,workingDay,Null,LOCK
389,16,2019-04-24,18:02:00,Wednesday,workingDay,Null,UNLOCK
389,6,2019-04-24,10:12:00,Wednesday,workingDay,Null,UNLOCK
390,16,2019-04-24,10:12:00,Wednesday,workingDay,Null,UNLOCK
390,45,2019-04-23,00:07:00,Tuesday,workingDay,Null,LOCK
390,19,2019-04-23,05:13:00,Tuesday,workingDay,Null,LOCK
390,13,2019-04-23,02:23:00,Tuesday,workingDay,Null,LOCK
391,37,2019-04-23,02:23:00,Tuesday,workingDay,Null,LOCK
392,44,2019-04-22,02:23:00,Monday,Holiday,Easter Monday [England/Wales/Northern Ireland],LOCK
392,38,2019-04-21,02:41:00,Sunday,Holiday,Null,LOCK
392,19,2019-04-21,06:45:00,Sunday,Holiday,Null,LOCK
392,38,2019-04-21,17:07:00,Sunday,Holiday,Null,LOCK
392,22,2019-04-21,11:39:00,Sunday,Holiday,Null,LOCK
393,32,2019-04-21,11:39:00,Sunday,Holiday,Null,LOCK
394,34,2019-04-20,11:39:00,Saturday,Holiday,Null,LOCK
394,8,2019-04-19,14:26:00,Friday,Holiday,Good Friday,UNLOCK
395,38,2019-04-19,14:26:00,Friday,Holiday,Good Friday,LOCK
395,18,2019-04-18,05:17:00,Thursday,workingDay,Null,LOCK
